"ip","fetch_error","bogon","hostname","anycast","city","region","country","postal","loc","timezone","asn","asn_name","asn_domain","asn_route","asn_type","abuse_address","abuse_country","abuse_email","abuse_name","abuse_network","abuse_phone","company_name","company_domain","company_type","carrier_name","carrier_mcc","carrier_mnc","is_vpn","is_proxy","is_tor","is_relay","is_hosting","privacy_service"
"172.67.137.150",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.128.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"192.229.233.218",,,,true,"Culver City","California","US","90094","33.9728,-118.4276","America/Los_Angeles","AS15133","Edgecast Inc.","edgecast.com","192.229.233.0/24","isp","US, CA, Los Angeles, 13031 W Jefferson Blvd, Building 900, 90094","US","abuse@edgecast.com","Abuse","192.229.128.0/17","+1-602-850-5200","Edgecast Inc.","edg.io","business",,,,false,false,false,false,false,""
"35.186.224.25",,,"25.224.186.35.bc.googleusercontent.com",true,"Kansas City","Missouri","US","64106","39.0997,-94.5786","America/Chicago","AS15169","Google LLC","google.com","35.186.0.0/16","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","35.184.0.0/13","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"152.199.19.82",,,,true,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS15133","Edgecast Inc.","edgecast.com","152.199.19.0/24","isp","US, VA, Ashburn, 22001 Loudoun County Parkway, 20147","US","abuse-mail@verizonbusiness.com","abuse","152.176.0.0-152.199.255.255","+1-800-900-0241","ANS Communications, Inc","ans.net","business",,,,false,false,false,false,false,""
"93.186.225.194",,,,,"Saint Petersburg","St.-Petersburg","RU","190000","59.9386,30.3141","Europe/Moscow","AS47541","VKontakte Ltd","vk.com","93.186.224.0/21","business","Prem.1-N, Bld. 12-14, Lit. A, Khersonskaya str.","RU","abuse@vk.com","Abuse-C Role","93.186.224.0/21","+7 495 725 6357","VKontakte Services","vkontakte.ru","business",,,,false,false,false,false,false,""
"65.9.86.110",,,"server-65-9-86-110.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.22.71.225",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"192.229.233.47",,,,true,"Culver City","California","US","90094","33.9728,-118.4276","America/Los_Angeles","AS15133","Edgecast Inc.","edgecast.com","192.229.233.0/24","isp","US, CA, Los Angeles, 13031 W Jefferson Blvd, Building 900, 90094","US","abuse@edgecast.com","Abuse","192.229.128.0/17","+1-602-850-5200","Edgecast Inc.","edg.io","business",,,,false,false,false,false,false,""
"185.194.81.29",,,,,"Boulogne-Billancourt","Île-de-France","FR","92100","48.8355,2.2413","Europe/Paris","AS12601","Cegedim.Cloud SASU","cegedim.fr","185.194.80.0/22","hosting","CEGEDIM S.A. Adrian GONCALVES Rue D Aguesseau 127 137 92641 BOULOGNE-BILLANCOURT France","FR","hostmaster@cegedim.fr","Abuse-C Role","185.194.80.0/22","+33 1 49 09 22 00","Cegedim.Cloud SASU","cegedim.fr","hosting",,,,false,false,false,false,true,""
"172.66.41.21",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.66.40.0/21","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"193.233.203.78",,,"pdns-dns03",,"Chisinau","Chișinău Municipality","MD","MD-2000","47.0056,28.8575","Europe/Chisinau","AS200019","ALEXHOST SRL","alexhost.com","193.233.202.0/23","hosting","str. C. Brancusi nr. 3, Chisinau, Moldova","MD","abuse@alexhost.com","Abuse-C Role","193.233.202.0/23","+37322878787","ALEXHOST SRL","alexhost.com","hosting",,,,false,false,false,false,true,""
"18.234.30.239",,,"ec2-18-234-30-239.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","18.232.0.0/14","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.32.0.0-18.255.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"192.185.39.34",,,"mail.skindeepintl.com",,"Charlotte","North Carolina","US","28202","35.2271,-80.8431","America/New_York","AS19871","Network Solutions, LLC","networksolutions.com","192.185.32.0/21","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@hostgator.com","Abuse Department","192.185.0.0/16","+1-713-574-5287","WEBSITEWELCOME.COM","websitewelcome.com","hosting",,,,false,false,false,false,true,""
"64.15.159.158",,,,,"Montréal","Quebec","CA","H3H","45.5088,-73.5878","America/Toronto","AS32613","iWeb Technologies Inc.","iweb.com","64.15.128.0/19","hosting","CA, QC, Montreal, 20, place du Commerce, H3E-1Z6","CA","abuse@iweb.com","Abuse Coordinator","64.15.159.128/27","+1-514-286-4242","iWeb Technologies Inc.","iweb.com","hosting",,,,false,false,false,false,true,""
"104.110.240.176",,,"a104-110-240-176.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS20940","Akamai International B.V.","akamai.com","104.110.240.0/24","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","104.64.0.0/10","+1-617-444-2535","Akamai Technologies, Inc.","akamai.com","hosting",,,,false,false,false,false,true,""
"76.74.199.109",,,,,"Hollywood","Florida","US","33021","26.0218,-80.1891","America/New_York","AS13768","Aptum Technologies","aptum.com","76.74.198.0/23","hosting","CA, ON, Etobicoke, 191 The West Mall, M9C 5L6","CA","abuse@aptum.com","Aptum Technologies AUP Enforcement","76.74.128.0/17","+1-678-365-2835","Aptum Technologies","aptum.com","hosting",,,,false,false,false,false,true,""
"54.208.81.96",,,"ec2-54-208-81-96.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","54.208.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.208.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.18.41.45",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.41.0/24","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"52.222.139.97",,,"server-52-222-139-97.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","52.222.136.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.222.128.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"172.67.136.68",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.128.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"184.72.229.176",,,"ec2-184-72-229-176.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","184.72.128.0/17","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","184.72.128.0/17","+1-206-555-0000","Amazon Data Services NoVa","amazon.com","hosting",,,,false,false,false,false,true,""
"89.191.237.151",,,,,"Moscow","Moscow","RU","101000","55.7522,37.6156","Europe/Moscow","AS12389","PJSC Rostelecom","rt.ru","89.191.236.0/22","isp","PJSC Rostelecom, Russian Federation","RU","abuse@rt.ru","PJSC Rostelecom Technical Team","89.191.236.0/22","","PJSC Rostelecom","rt.ru","isp",,,,false,false,false,false,false,""
"3.13.202.196",,,"ec2-3-13-202-196.us-east-2.compute.amazonaws.com",,"Hilliard","Ohio","US","43026","40.0334,-83.1582","America/New_York","AS16509","Amazon.com, Inc.","amazon.com","3.13.0.0/16","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","3.0.0.0/9","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"72.52.229.63",,,"vps1.hendrick.union.agency",,"Lansing","Michigan","US","48901","42.7325,-84.5555","America/Detroit","AS32244","Liquid Web, L.L.C","liquidweb.com","72.52.128.0/17","hosting","US, MI, Lansing, 4210 Creyts Rd., 48917","US","abuse@liquidweb.com","Abuse","72.52.229.63/32","+1-800-580-4985","UNION","union.co","business",,,,false,false,false,false,false,""
"18.155.145.11",,,"server-18-155-145-11.ham50.r.cloudfront.net",,"Hamburg","Hamburg","DE","20038","53.5507,9.9930","Europe/Berlin","AS16509","Amazon.com, Inc.","amazon.com","18.155.144.0/22","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.154.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.18.13.245",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"170.249.197.106",,,"host.adrichmedia.com",,"Atlanta","Georgia","US","30302","33.7490,-84.3880","America/New_York","AS63410","PrivateSystems Networks","privatesystems.net","170.249.192.0/20","hosting","US, PA, West Chester, 1379 Dilworthtown Crossing, Suite 214, 19382","US","abuse@privatesystems.net","PrivateSystems Networks Abuse","170.249.192.0/20","+1-866-332-9894","PrivateSystems Networks GA","privatesystems.net","hosting",,,,false,false,false,false,true,""
"108.156.60.71",,,"server-108-156-60-71.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","108.156.56.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","108.156.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"34.235.9.43",,,"ec2-34-235-9-43.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","34.224.0.0/12","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","34.192.0.0/10","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"192.185.5.214",,,"gator4038.hostgator.com",,"Atlanta","Georgia","US","30302","33.7490,-84.3880","America/New_York","AS19871","Network Solutions, LLC","networksolutions.com","192.185.5.0/24","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@hostgator.com","Abuse Department","192.185.0.0/16","+1-713-574-5287","WEBSITEWELCOME.COM","websitewelcome.com","hosting",,,,false,false,false,false,true,""
"54.210.34.3",,,"ec2-54-210-34-3.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","54.210.0.0/16","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.210.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"172.67.71.63",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.18.142.17",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.128.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"134.224.242.82",,,,,"Fitzgerald","Georgia","US","31750","31.7149,-83.2527","America/New_York","AS16509","Amazon.com, Inc.","amazon.com","134.224.242.0/23","hosting","US, CA, San Jose, 55 Almaden Blvd Suite 600, 95113","US","wilson.chu@zoom.us","Wilson Chu","134.224.224.0/19","+1-408-982-6032","Zoom Video Communications, Inc","zoom.us","business",,,,false,false,false,false,false,""
"80.150.6.143",,,"tld.t-online.de",,"Dresden","Saxony","DE","01067","51.0509,13.7383","Europe/Berlin","AS3320","Deutsche Telekom AG","telekom.com","80.144.0.0/13","isp","Deutsche Telekom AG","DE","abuse@telekom.de","Deutsche Telekom Abuse Contact","80.150.6.0/23","+49 180 2 33 1000","Deutsche Telekom AG","telekom.com","isp",,,,false,false,false,false,false,""
"18.155.145.17",,,"server-18-155-145-17.ham50.r.cloudfront.net",,"Hamburg","Hamburg","DE","20038","53.5507,9.9930","Europe/Berlin","AS16509","Amazon.com, Inc.","amazon.com","18.155.144.0/22","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.154.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"54.208.31.62",,,"ec2-54-208-31-62.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","54.208.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.208.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.22.8.115",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.16.176.142",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.16.176.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"108.156.60.17",,,"server-108-156-60-17.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","108.156.56.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","108.156.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"164.165.66.180",,,,,"Boise","Idaho","US","83707","43.6135,-116.2035","America/Boise","AS54885","State of Idaho","idaho.gov","164.165.0.0/17","isp","US, ID, Boise, 11331 W, Chinden Blvd, Auite B201, 83714","US","mike.mead@its.idaho.gov","Mike Mead","164.165.0.0/16","+1-208-605-4074","State of Idaho","idaho.gov","isp",,,,false,false,false,false,false,""
"151.101.192.65",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.192.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"104.20.68.143",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.20.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"216.117.129.6",,,"nameservices.net",,"Fayetteville","North Carolina","US","28301","35.0527,-78.8784","America/New_York","AS10843","Advanced Internet Technologies","ait.com","216.117.128.0/18","hosting","US, NC, FAYETTEVILLE, 421 MAIDEN LANE, 28301","US","NETQ@aitcom.net","NetQ","216.117.128.0/18","+1-877-209-5184","Advanced Internet Technologies, Inc.","ait.com","hosting",,,,false,false,false,false,true,""
"172.67.209.211",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.208.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.18.2.166",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"172.64.145.54",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.64.145.0/24","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"142.251.31.102",,,"eq-in-f102.1e100.net",,"Delfzijl","Groningen","NL","9934","53.3300,6.9181","Europe/Amsterdam","AS15169","Google LLC","google.com","142.251.31.0/24","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","network-abuse@google.com","Abuse","142.250.0.0/15","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"104.22.43.118",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.32.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"162.159.128.65",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","162.159.128.0/19","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","162.158.0.0/15","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"172.64.151.104",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.64.151.0/24","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"162.159.129.67",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","162.159.128.0/19","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","162.158.0.0/15","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"162.241.24.122",,,"box5870.bluehost.com",,"South Houston","Texas","US","77587","29.6630,-95.2355","America/Chicago","AS26337","Oso Grande IP Services, LLC","asmallorange.com","162.241.24.0/24","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@bluehost.com","Network Operations Center","162.240.0.0/15","+1-801-765-9400","Unified Layer","unifiedlayer.com","hosting",,,,false,false,false,false,true,""
"205.193.215.99",,,,,"Ramsayville","Ontario","CA","K1G","45.3747,-75.5647","America/Toronto","AS2665","Shared Services Canada","ssc-spc.gc.ca","205.193.215.0/24","isp","CA, QC, Gatineau, Place du Portage, PDP3/1B1-36, K1A 0S5","CA","michel.gee@ssc-spc.gc.ca","Michel Gee","205.192.0.0/14","+1-613-218-1124","Shared Services Canada","ssc-spc.gc.ca","business",,,,false,false,false,false,false,""
"67.227.251.94",,,"host.magainfo.tv",,"Lansing","Michigan","US","48901","42.7325,-84.5555","America/Detroit","AS32244","Liquid Web, L.L.C","liquidweb.com","67.227.128.0/17","hosting","US, MI, Lansing, 4210 Creyts Rd., 48917","US","abuse@liquidweb.com","Abuse","67.227.128.0/17","+1-800-580-4985","Liquid Web, L.L.C","liquidweb.com","hosting",,,,false,false,false,false,true,""
"217.160.0.250",,,"217-160-0-250.elastic-ssl.ui-r.com",,"Frankfurt am Main","Hesse","DE","60306","50.1155,8.6842","Europe/Berlin","AS8560","IONOS SE","ionos.com","217.160.0.0/16","hosting","IONOS SE","DE","abuse@ionos.com","Abuse Department","217.160.0.0/23","","1&1 IONOS SE","ionos.com","hosting",,,,false,false,false,false,true,""
"13.33.165.115",,,"server-13-33-165-115.yto50.r.cloudfront.net",,"Toronto","Ontario","CA","M5A","43.7001,-79.4163","America/Toronto","AS16509","Amazon.com, Inc.","amazon.com","13.33.160.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","13.32.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"50.63.7.214",,,"214.7.63.50.host.secureserver.net",,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS26496","GoDaddy.com, LLC","godaddy.com","50.62.0.0/15","hosting","US, AZ, Tempe, 2155 E GoDaddy Way, 85284","US","abuse@godaddy.com","Abuse Department","50.62.0.0/15","+1-480-624-2505","GoDaddy.com, LLC","godaddy.com","hosting",,,,false,false,false,false,true,""
"2.16.85.21",,,"a2-16-85-21.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","2.16.84.0/23","hosting","Akamai Technologies, 8 Cambridge Center, 02142, Cambridge, MA, UNITED STATES","US","abuse@akamai.com","Abuse-C Role","2.16.84.0/23","+1-617-938-3130","Akamai Technologies","akamai.com","hosting",,,,false,false,false,false,true,""
"65.9.86.40",,,"server-65-9-86-40.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"52.222.139.3",,,"server-52-222-139-3.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","52.222.136.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.222.128.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"208.117.9.45",,,"freya.legiscan.com",,"Chicago","Illinois","US","60607","41.8721,-87.6578","America/Chicago","AS32748","Steadfast","managedserviceprovider.com","208.117.0.0/19","hosting","US, IL, Chicago, 231 S LaSalle St, Suite 2100, 60604","US","abuse@steadfast.net","Steadfast Networks Abuse Department","208.117.9.44/31","+1-312-602-2689","LegiScan","legiscan.com","hosting",,,,false,false,false,false,true,""
"104.26.1.223",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.26.4.155",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"74.205.59.68",,,"118492-db1.ecountrylifestyle.com",,"Dallas","Texas","US","75201","32.7831,-96.8067","America/Chicago","AS33070","Rackspace Hosting","rackspace.com","74.205.32.0/19","hosting","US, TX, San Antonio, 5000 Walzem Rd, 78218","US","abuse@rackspace.com","Abuse Desk","74.205.0.0/17","+1-210-312-4000","Rackspace Hosting","rackspace.com","hosting",,,,false,false,false,false,true,""
